"gsid","index_no","station","district","year","month","days","rainfall_sum"
"366","1030","Kathmandu Airport","Kathmandu","2017","12","31","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","01","01","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","01","02","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","01","03","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","01","04","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","01","05","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","01","06","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","01","07","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","01","08","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","01","09","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","01","10","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","01","11","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","01","12","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","01","13","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","01","14","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","01","15","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","01","16","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","01","17","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","01","18","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","01","19","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","01","20","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","01","21","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","01","22","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","01","23","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","01","24","1.5"
"366","1030","Kathmandu Airport","Kathmandu","2018","01","25","4.6"
"366","1030","Kathmandu Airport","Kathmandu","2018","01","26","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","01","27","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","01","28","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","01","29","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","01","30","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","01","31","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","02","01","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","02","02","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","02","03","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","02","04","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","02","05","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","02","06","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","02","07","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","02","08","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","02","09","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","02","10","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","02","11","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","02","12","1.5"
"366","1030","Kathmandu Airport","Kathmandu","2018","02","13","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","02","14","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","02","15","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","02","16","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","02","17","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","02","18","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","02","19","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","02","20","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","02","21","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","02","22","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","02","23","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","02","24","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","02","25","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","02","26","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","02","27","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","02","28","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","03","01","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","03","02","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","03","03","2.6"
"366","1030","Kathmandu Airport","Kathmandu","2018","03","04","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","03","05","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","03","06","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","03","07","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","03","08","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","03","09","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","03","10","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","03","11","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","03","12","14.3"
"366","1030","Kathmandu Airport","Kathmandu","2018","03","13","0.2"
"366","1030","Kathmandu Airport","Kathmandu","2018","03","14","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","03","15","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","03","16","5"
"366","1030","Kathmandu Airport","Kathmandu","2018","03","17","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","03","18","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","03","19","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","03","20","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","03","21","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","03","22","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","03","23","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","03","24","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","03","25","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","03","26","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","03","27","0.6"
"366","1030","Kathmandu Airport","Kathmandu","2018","03","28","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","03","29","3"
"366","1030","Kathmandu Airport","Kathmandu","2018","03","30","2"
"366","1030","Kathmandu Airport","Kathmandu","2018","03","31","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","04","01","11.5"
"366","1030","Kathmandu Airport","Kathmandu","2018","04","02","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","04","03","51.2"
"366","1030","Kathmandu Airport","Kathmandu","2018","04","04","3.2"
"366","1030","Kathmandu Airport","Kathmandu","2018","04","05","17.7"
"366","1030","Kathmandu Airport","Kathmandu","2018","04","06","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","04","07","6.2"
"366","1030","Kathmandu Airport","Kathmandu","2018","04","08","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","04","09","2.8"
"366","1030","Kathmandu Airport","Kathmandu","2018","04","10","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","04","11","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","04","12","0.2"
"366","1030","Kathmandu Airport","Kathmandu","2018","04","13","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","04","14","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","04","15","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","04","16","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","04","17","9.5"
"366","1030","Kathmandu Airport","Kathmandu","2018","04","18","3.2"
"366","1030","Kathmandu Airport","Kathmandu","2018","04","19","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","04","20","1.5"
"366","1030","Kathmandu Airport","Kathmandu","2018","04","21","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","04","22","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","04","23","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","04","24","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","04","25","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","04","26","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","04","27","2.2"
"366","1030","Kathmandu Airport","Kathmandu","2018","04","28","33"
"366","1030","Kathmandu Airport","Kathmandu","2018","04","29","6.3"
"366","1030","Kathmandu Airport","Kathmandu","2018","04","30","0.3"
"366","1030","Kathmandu Airport","Kathmandu","2018","05","01","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","05","02","13"
"366","1030","Kathmandu Airport","Kathmandu","2018","05","03","1.3"
"366","1030","Kathmandu Airport","Kathmandu","2018","05","04","1.6"
"366","1030","Kathmandu Airport","Kathmandu","2018","05","05","0.5"
"366","1030","Kathmandu Airport","Kathmandu","2018","05","06","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","05","07","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","05","08","0.6"
"366","1030","Kathmandu Airport","Kathmandu","2018","05","09","2.3"
"366","1030","Kathmandu Airport","Kathmandu","2018","05","10","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","05","11","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","05","12","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","05","13","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","05","14","21"
"366","1030","Kathmandu Airport","Kathmandu","2018","05","15","0.6"
"366","1030","Kathmandu Airport","Kathmandu","2018","05","16","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","05","17","10"
"366","1030","Kathmandu Airport","Kathmandu","2018","05","18","0.3"
"366","1030","Kathmandu Airport","Kathmandu","2018","05","19","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","05","20","10.6"
"366","1030","Kathmandu Airport","Kathmandu","2018","05","21","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","05","22","7.5"
"366","1030","Kathmandu Airport","Kathmandu","2018","05","23","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","05","24","16.3"
"366","1030","Kathmandu Airport","Kathmandu","2018","05","25","0.2"
"366","1030","Kathmandu Airport","Kathmandu","2018","05","26","0.5"
"366","1030","Kathmandu Airport","Kathmandu","2018","05","27","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","05","28","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","05","29","2.6"
"366","1030","Kathmandu Airport","Kathmandu","2018","05","30","42"
"366","1030","Kathmandu Airport","Kathmandu","2018","05","31","23.8"
"366","1030","Kathmandu Airport","Kathmandu","2018","06","01","7.1"
"366","1030","Kathmandu Airport","Kathmandu","2018","06","02","0.5"
"366","1030","Kathmandu Airport","Kathmandu","2018","06","03","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","06","04","1"
"366","1030","Kathmandu Airport","Kathmandu","2018","06","05","42.5"
"366","1030","Kathmandu Airport","Kathmandu","2018","06","06","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","06","07","69.9"
"366","1030","Kathmandu Airport","Kathmandu","2018","06","08","17.2"
"366","1030","Kathmandu Airport","Kathmandu","2018","06","09","0.2"
"366","1030","Kathmandu Airport","Kathmandu","2018","06","10","1.8"
"366","1030","Kathmandu Airport","Kathmandu","2018","06","11","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","06","12","14.5"
"366","1030","Kathmandu Airport","Kathmandu","2018","06","13","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","06","14","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","06","15","7"
"366","1030","Kathmandu Airport","Kathmandu","2018","06","16","5.7"
"366","1030","Kathmandu Airport","Kathmandu","2018","06","17","10.8"
"366","1030","Kathmandu Airport","Kathmandu","2018","06","18","15.6"
"366","1030","Kathmandu Airport","Kathmandu","2018","06","19","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","06","20","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","06","21","2"
"366","1030","Kathmandu Airport","Kathmandu","2018","06","22","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","06","23","5.8"
"366","1030","Kathmandu Airport","Kathmandu","2018","06","24","0.3"
"366","1030","Kathmandu Airport","Kathmandu","2018","06","25","8.8"
"366","1030","Kathmandu Airport","Kathmandu","2018","06","26","23.2"
"366","1030","Kathmandu Airport","Kathmandu","2018","06","27","2.5"
"366","1030","Kathmandu Airport","Kathmandu","2018","06","28","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","06","29","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","06","30","3.6"
"366","1030","Kathmandu Airport","Kathmandu","2018","07","01","4"
"366","1030","Kathmandu Airport","Kathmandu","2018","07","02","15"
"366","1030","Kathmandu Airport","Kathmandu","2018","07","03","33.2"
"366","1030","Kathmandu Airport","Kathmandu","2018","07","04","2"
"366","1030","Kathmandu Airport","Kathmandu","2018","07","05","0.3"
"366","1030","Kathmandu Airport","Kathmandu","2018","07","06","38"
"366","1030","Kathmandu Airport","Kathmandu","2018","07","07","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","07","08","7.4"
"366","1030","Kathmandu Airport","Kathmandu","2018","07","09","18.3"
"366","1030","Kathmandu Airport","Kathmandu","2018","07","10","18"
"366","1030","Kathmandu Airport","Kathmandu","2018","07","11","20.2"
"366","1030","Kathmandu Airport","Kathmandu","2018","07","12","93.6"
"366","1030","Kathmandu Airport","Kathmandu","2018","07","13","5.2"
"366","1030","Kathmandu Airport","Kathmandu","2018","07","14","1.2"
"366","1030","Kathmandu Airport","Kathmandu","2018","07","15","17.3"
"366","1030","Kathmandu Airport","Kathmandu","2018","07","16","14.2"
"366","1030","Kathmandu Airport","Kathmandu","2018","07","17","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","07","18","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","07","19","0.2"
"366","1030","Kathmandu Airport","Kathmandu","2018","07","20","16.6"
"366","1030","Kathmandu Airport","Kathmandu","2018","07","21","17.4"
"366","1030","Kathmandu Airport","Kathmandu","2018","07","22","3.2"
"366","1030","Kathmandu Airport","Kathmandu","2018","07","23","29.4"
"366","1030","Kathmandu Airport","Kathmandu","2018","07","24","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","07","25","33"
"366","1030","Kathmandu Airport","Kathmandu","2018","07","26","3.6"
"366","1030","Kathmandu Airport","Kathmandu","2018","07","27","6.4"
"366","1030","Kathmandu Airport","Kathmandu","2018","07","28","3.5"
"366","1030","Kathmandu Airport","Kathmandu","2018","07","29","3.6"
"366","1030","Kathmandu Airport","Kathmandu","2018","07","30","3.8"
"366","1030","Kathmandu Airport","Kathmandu","2018","07","31","0.3"
"366","1030","Kathmandu Airport","Kathmandu","2018","08","01","15"
"366","1030","Kathmandu Airport","Kathmandu","2018","08","02","15"
"366","1030","Kathmandu Airport","Kathmandu","2018","08","03","4.2"
"366","1030","Kathmandu Airport","Kathmandu","2018","08","04","6"
"366","1030","Kathmandu Airport","Kathmandu","2018","08","05","32.2"
"366","1030","Kathmandu Airport","Kathmandu","2018","08","06","44"
"366","1030","Kathmandu Airport","Kathmandu","2018","08","07","7.2"
"366","1030","Kathmandu Airport","Kathmandu","2018","08","08","13.3"
"366","1030","Kathmandu Airport","Kathmandu","2018","08","09","0.6"
"366","1030","Kathmandu Airport","Kathmandu","2018","08","10","18.3"
"366","1030","Kathmandu Airport","Kathmandu","2018","08","11","45.6"
"366","1030","Kathmandu Airport","Kathmandu","2018","08","12","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","08","13","6.4"
"366","1030","Kathmandu Airport","Kathmandu","2018","08","14","12.6"
"366","1030","Kathmandu Airport","Kathmandu","2018","08","15","37.2"
"366","1030","Kathmandu Airport","Kathmandu","2018","08","16","13.2"
"366","1030","Kathmandu Airport","Kathmandu","2018","08","17","1"
"366","1030","Kathmandu Airport","Kathmandu","2018","08","18","13.5"
"366","1030","Kathmandu Airport","Kathmandu","2018","08","19","5.6"
"366","1030","Kathmandu Airport","Kathmandu","2018","08","20","1.1"
"366","1030","Kathmandu Airport","Kathmandu","2018","08","21","0.7"
"366","1030","Kathmandu Airport","Kathmandu","2018","08","22","9.2"
"366","1030","Kathmandu Airport","Kathmandu","2018","08","23","6.4"
"366","1030","Kathmandu Airport","Kathmandu","2018","08","24","15.8"
"366","1030","Kathmandu Airport","Kathmandu","2018","08","25","10.4"
"366","1030","Kathmandu Airport","Kathmandu","2018","08","26","1.8"
"366","1030","Kathmandu Airport","Kathmandu","2018","08","27","0.6"
"366","1030","Kathmandu Airport","Kathmandu","2018","08","28","38.2"
"366","1030","Kathmandu Airport","Kathmandu","2018","08","29","3"
"366","1030","Kathmandu Airport","Kathmandu","2018","08","30","23.9"
"366","1030","Kathmandu Airport","Kathmandu","2018","08","31","0.8"
"366","1030","Kathmandu Airport","Kathmandu","2018","09","01","1.8"
"366","1030","Kathmandu Airport","Kathmandu","2018","09","02","28.3"
"366","1030","Kathmandu Airport","Kathmandu","2018","09","03","0.4"
"366","1030","Kathmandu Airport","Kathmandu","2018","09","04","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","09","05","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","09","06","9.8"
"366","1030","Kathmandu Airport","Kathmandu","2018","09","07","34.5"
"366","1030","Kathmandu Airport","Kathmandu","2018","09","08","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","09","09","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","09","10","5.7"
"366","1030","Kathmandu Airport","Kathmandu","2018","09","11","10.9"
"366","1030","Kathmandu Airport","Kathmandu","2018","09","12","0.6"
"366","1030","Kathmandu Airport","Kathmandu","2018","09","13","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","09","14","3"
"366","1030","Kathmandu Airport","Kathmandu","2018","09","15","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","09","16","0.2"
"366","1030","Kathmandu Airport","Kathmandu","2018","09","17","0.5"
"366","1030","Kathmandu Airport","Kathmandu","2018","09","18","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","09","19","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","09","20","24"
"366","1030","Kathmandu Airport","Kathmandu","2018","09","21","5.4"
"366","1030","Kathmandu Airport","Kathmandu","2018","09","22","0.6"
"366","1030","Kathmandu Airport","Kathmandu","2018","09","23","0.9"
"366","1030","Kathmandu Airport","Kathmandu","2018","09","24","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","09","25","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","09","26","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","09","27","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","09","28","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","09","29","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","09","30","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","10","01","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","10","02","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","10","03","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","10","04","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","10","05","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","10","06","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","10","07","2.3"
"366","1030","Kathmandu Airport","Kathmandu","2018","10","08","9.1"
"366","1030","Kathmandu Airport","Kathmandu","2018","10","09","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","10","10","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","10","11","0.5"
"366","1030","Kathmandu Airport","Kathmandu","2018","10","12","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","10","13","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","10","14","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","10","15","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","10","16","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","10","17","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","10","18","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","10","19","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","10","20","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","10","21","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","10","22","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","10","23","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","10","24","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","10","25","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","10","26","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","10","27","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","10","28","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","10","29","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","10","30","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","10","31","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","11","01","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","11","02","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","11","03","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","11","04","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","11","05","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","11","06","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","11","07","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","11","08","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","11","09","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","11","10","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","11","11","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","11","12","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","11","13","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","11","14","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","11","15","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","11","16","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","11","17","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","11","18","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","11","19","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","11","20","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","11","21","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","11","22","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","11","23","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","11","24","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","11","25","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","11","26","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","11","27","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","11","28","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","11","29","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","11","30","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","12","01","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","12","02","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","12","03","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","12","04","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","12","05","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","12","06","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","12","07","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","12","08","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","12","09","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","12","10","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","12","11","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","12","12","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","12","13","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","12","14","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","12","15","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","12","16","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","12","17","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","12","18","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","12","19","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","12","20","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","12","21","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","12","22","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","12","23","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","12","24","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","12","25","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","12","26","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","12","27","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","12","28","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","12","29","0"
"366","1030","Kathmandu Airport","Kathmandu","2018","12","30","0"
